id,title,bibtex_id,url,type,doi,is_relevant,source,year
1247,Developing and validating a knowledge-based AI assessment system for learning clinical core medical knowledge in otolaryngology,,https://www.sciencedirect.com/science/article/pii/S0010482524008503,,https://doi.org/10.1016/j.compbiomed.2024.108765,,science_direct,2024
1248,Trust aware energy management system for smart homes appliances,,https://www.sciencedirect.com/science/article/pii/S004579062100567X,,https://doi.org/10.1016/j.compeleceng.2021.107641,,science_direct,2022
1249,Financial sentiment classification with fresh and hot public opinions,,https://www.sciencedirect.com/science/article/pii/S0045790623003798,,https://doi.org/10.1016/j.compeleceng.2023.108955,,science_direct,2023
1250,Thai-language chatbot security: Detecting instruction attacks with XLM-RoBERTa and Bi-GRU,,https://www.sciencedirect.com/science/article/pii/S0045790624001149,,https://doi.org/10.1016/j.compeleceng.2024.109186,,science_direct,2024
1251,Walkthrough phishing detection techniques,,https://www.sciencedirect.com/science/article/pii/S0045790624003021,,https://doi.org/10.1016/j.compeleceng.2024.109374,,science_direct,2024
1252,A ChatGPT-MATLAB framework for numerical modeling in geotechnical engineering applications,,https://www.sciencedirect.com/science/article/pii/S0266352X24001733,,https://doi.org/10.1016/j.compgeo.2024.106237,,"science_direct, web_of_science",2024
1253,A multi-level model-driven regime for value-added tax compliance in ERP systems,,https://www.sciencedirect.com/science/article/pii/S0166361509001031,,https://doi.org/10.1016/j.compind.2009.05.013,,science_direct,2009
1254,Investigation on auditing principles and rules for PDM/PLM system implementation,,https://www.sciencedirect.com/science/article/pii/S0166361513000791,,https://doi.org/10.1016/j.compind.2013.04.007,,science_direct,2013
1255,Text mining tool for translating terms of contract into technical specifications: Development and application in the railway sector,,https://www.sciencedirect.com/science/article/pii/S0166361520305911,,https://doi.org/10.1016/j.compind.2020.103357,,science_direct,2021
1256,Harnessing GPT-4 for generation of cybersecurity GRC policies: A focus on ransomware attack mitigation,,https://www.sciencedirect.com/science/article/pii/S0167404823003346,,https://doi.org/10.1016/j.cose.2023.103424,,science_direct,2023
1257,Investigating ChatGPT and cybersecurity: A perspective on topic modeling and sentiment analysis,,https://www.sciencedirect.com/science/article/pii/S0167404823003863,,https://doi.org/10.1016/j.cose.2023.103476,,science_direct,2023
1258,Exploring perceptions of decision-makers and specialists in defensive machine learning cybersecurity applications: The need for a standardised approach,,https://www.sciencedirect.com/science/article/pii/S0167404823006041,,https://doi.org/10.1016/j.cose.2023.103694,,science_direct,2024
1259,Defending novice user privacy: An evaluation of default web browser configurations,,https://www.sciencedirect.com/science/article/pii/S0167404824000853,,https://doi.org/10.1016/j.cose.2024.103784,,science_direct,2024
1260,ChatGPT or Bard: Who is a better Certified Ethical Hacker?,,https://www.sciencedirect.com/science/article/pii/S0167404824001056,,https://doi.org/10.1016/j.cose.2024.103804,,science_direct,2024
1261,XLMR4MD: New Vietnamese dataset and framework for detecting the consistency of description and permission in Android applications using large language models,,https://www.sciencedirect.com/science/article/pii/S0167404824001159,,https://doi.org/10.1016/j.cose.2024.103814,,science_direct,2024
1262,Fostering security-related citizenship through the employee-supervisor relationship: An examination of supervisor security embodiment,,https://www.sciencedirect.com/science/article/pii/S0167404824001986,,https://doi.org/10.1016/j.cose.2024.103896,,science_direct,2024
1263,"From COBIT to ISO 42001: Evaluating cybersecurity frameworks for opportunities, risks, and regulatory compliance in commercializing large language models",,https://www.sciencedirect.com/science/article/pii/S0167404824002694,,https://doi.org/10.1016/j.cose.2024.103964,,science_direct,2024
1264,"A contemporary review on chatbots, AI-powered virtual conversational agents, ChatGPT: Applications, open challenges and future research directions",,https://www.sciencedirect.com/science/article/pii/S1574013724000169,,https://doi.org/10.1016/j.cosrev.2024.100632,,science_direct,2024
1265,"A survey on detecting mental disorders with natural language processing: Literature review, trends and challenges",,https://www.sciencedirect.com/science/article/pii/S1574013724000388,,https://doi.org/10.1016/j.cosrev.2024.100654,,science_direct,2024
1266,A BERT-Based Sequential POI Recommender system in Social Media,,https://www.sciencedirect.com/science/article/pii/S0920548923000478,,https://doi.org/10.1016/j.csi.2023.103766,,science_direct,2024
1267,BMSE: Blockchain-based multi-keyword searchable encryption for electronic medical records,,https://www.sciencedirect.com/science/article/pii/S0920548923001058,,https://doi.org/10.1016/j.csi.2023.103824,,science_direct,2024
1268,Is mouse dynamics information credible for user behavior research? An empirical investigation,,https://www.sciencedirect.com/science/article/pii/S0920548924000187,,https://doi.org/10.1016/j.csi.2024.103849,,science_direct,2024
1269,A knowledge-sharing platform for space resources,,https://www.sciencedirect.com/science/article/pii/S0169023X24000107,,https://doi.org/10.1016/j.datak.2024.102286,,science_direct,2024
1270,To prompt or not to prompt: Navigating the use of Large Language Models for integrating and modeling heterogeneous data,,https://www.sciencedirect.com/science/article/pii/S0169023X24000375,,https://doi.org/10.1016/j.datak.2024.102313,,science_direct,2024
1271,Large language models: Expectations for semantics-driven systems engineering,,https://www.sciencedirect.com/science/article/pii/S0169023X2400048X,,https://doi.org/10.1016/j.datak.2024.102324,,science_direct,2024
1272,Fixed-point IDCT without multiplications based on B.G. Lee's algorithm,,https://www.sciencedirect.com/science/article/pii/S105120040800184X,,https://doi.org/10.1016/j.dsp.2008.11.004,,science_direct,2009
1273,Predicting student dropout in subscription-based online learning environments: The beneficial impact of the logit leaf model,,https://www.sciencedirect.com/science/article/pii/S0167923620300804,,https://doi.org/10.1016/j.dss.2020.113325,,science_direct,2020
1274,A decision support framework to incorporate textual data for early student dropout prediction in higher education,,https://www.sciencedirect.com/science/article/pii/S0167923623000155,,https://doi.org/10.1016/j.dss.2023.113940,,science_direct,2023
1275,Complex business ecosystem intelligence using AI-powered visual analytics,,https://www.sciencedirect.com/science/article/pii/S0167923623002087,,https://doi.org/10.1016/j.dss.2023.114133,,science_direct,2024
1276,Blockchain and big data integration design for traceability and carbon footprint management in the fishery supply chain,,https://www.sciencedirect.com/science/article/pii/S1110866524000446,,https://doi.org/10.1016/j.eij.2024.100481,,science_direct,2024
1277,"Explainable AI for Operational Research: A defining framework, methods, applications, and a research agenda",,https://www.sciencedirect.com/science/article/pii/S0377221723007294,,https://doi.org/10.1016/j.ejor.2023.09.026,,science_direct,2024
1278,Assessing growth potential of careers with occupational mobility network and ensemble framework,,https://www.sciencedirect.com/science/article/pii/S0952197623014902,,https://doi.org/10.1016/j.engappai.2023.107306,,science_direct,2024
1279,A dual-stream recurrence-attention network with global–local awareness for emotion recognition in textual dialog,,https://www.sciencedirect.com/science/article/pii/S0952197623017141,,https://doi.org/10.1016/j.engappai.2023.107530,,science_direct,2024
1280,Blockchain-based auditing of legal decisions supported by explainable AI and generative AI tools,,https://www.sciencedirect.com/science/article/pii/S095219762301850X,,https://doi.org/10.1016/j.engappai.2023.107666,,science_direct,2024
1281,A comprehensive review of synthetic data generation in smart farming by using variational autoencoder and generative adversarial network,,https://www.sciencedirect.com/science/article/pii/S0952197624000393,,https://doi.org/10.1016/j.engappai.2024.107881,,science_direct,2024
1282,AGCVT-prompt for sentiment classification: Automatically generating chain of thought and verbalizer in prompt learning,,https://www.sciencedirect.com/science/article/pii/S0952197624000654,,https://doi.org/10.1016/j.engappai.2024.107907,,science_direct,2024
1283,AraCovTexFinder: Leveraging the transformer-based language model for Arabic COVID-19 text identification,,https://www.sciencedirect.com/science/article/pii/S0952197624001453,,https://doi.org/10.1016/j.engappai.2024.107987,,science_direct,2024
1284,A comparative analysis of knowledge injection strategies for large language models in the scholarly domain,,https://www.sciencedirect.com/science/article/pii/S0952197624003245,,https://doi.org/10.1016/j.engappai.2024.108166,,science_direct,2024
1285,GraphRec-based Korean expert recommendation using author contribution index and the paper abstracts in marine,,https://www.sciencedirect.com/science/article/pii/S0952197624003774,,https://doi.org/10.1016/j.engappai.2024.108219,,science_direct,2024
1286,Enhancing large language model capabilities for rumor detection with Knowledge-Powered Prompting,,https://www.sciencedirect.com/science/article/pii/S0952197624004172,,https://doi.org/10.1016/j.engappai.2024.108259,,science_direct,2024
1287,Exploring the adoption of the metaverse and chat generative pre-trained transformer: A single-valued neutrosophic Dombi Bonferroni-based method for the selection of software development strategies,,https://www.sciencedirect.com/science/article/pii/S0952197624005360,,https://doi.org/10.1016/j.engappai.2024.108378,,science_direct,2024
1288,Prompt-based learning framework for zero-shot cross-lingual text classification,,https://www.sciencedirect.com/science/article/pii/S0952197624006390,,https://doi.org/10.1016/j.engappai.2024.108481,,science_direct,2024
1289,Computer vision tools for early post-disaster assessment: Enhancing generalizability,,https://www.sciencedirect.com/science/article/pii/S0952197624010133,,https://doi.org/10.1016/j.engappai.2024.108855,,science_direct,2024
1290,HydroRTC: A web-based data transfer and communication library for collaborative data processing and sharing in the hydrological domain,,https://www.sciencedirect.com/science/article/pii/S1364815224001294,,https://doi.org/10.1016/j.envsoft.2024.106068,,science_direct,2024
1291,"ChatGPT for digital forensic investigation: The good, the bad, and the unknown",,https://www.sciencedirect.com/science/article/pii/S266628172300121X,,https://doi.org/10.1016/j.fsidi.2023.301609,,science_direct,2023
1292,DFRWS EU 10-year review and future directions in Digital Forensic Research,,https://www.sciencedirect.com/science/article/pii/S2666281723002044,,https://doi.org/10.1016/j.fsidi.2023.301685,,science_direct,2024
1293,Managing cloud via Smart Cloud Engine and Knowledge Base,,https://www.sciencedirect.com/science/article/pii/S0167739X16303867,,https://doi.org/10.1016/j.future.2016.10.006,,science_direct,2018
1294,Continuous agile cyber–physical systems architectures based on digital twins,,https://www.sciencedirect.com/science/article/pii/S0167739X23004326,,https://doi.org/10.1016/j.future.2023.11.024,,science_direct,2024
1295,"Understanding insiders in cloud adopted organizations: A survey on taxonomies, incident analysis, defensive solutions, challenges",,https://www.sciencedirect.com/science/article/pii/S0167739X24001614,,https://doi.org/10.1016/j.future.2024.04.033,,science_direct,2024
1296,Estimation of realized volatility of cryptocurrencies using CEEMDAN-RF-LSTM,,https://www.sciencedirect.com/science/article/pii/S0167739X24001729,,https://doi.org/10.1016/j.future.2024.04.043,,science_direct,2024
1297,Batched sparse and mixed-precision linear algebra interface for efficient use of GPU hardware accelerators in scientific applications,,https://www.sciencedirect.com/science/article/pii/S0167739X24003017,,https://doi.org/10.1016/j.future.2024.06.004,,science_direct,2024
1298,European AI and EO convergence via a novel community-driven framework for data-intensive innovation,,https://www.sciencedirect.com/science/article/pii/S0167739X24003133,,https://doi.org/10.1016/j.future.2024.06.013,,science_direct,2024
1299,"A survey on large language model (LLM) security and privacy: The Good, The Bad, and The Ugly",,https://www.sciencedirect.com/science/article/pii/S266729522400014X,,https://doi.org/10.1016/j.hcc.2024.100211,,science_direct,2024
1300,"Performance and exploration of ChatGPT in medical examination, records and education in Chinese: Pave the way for medical AI",,https://www.sciencedirect.com/science/article/pii/S1386505623001910,,https://doi.org/10.1016/j.ijmedinf.2023.105173,,science_direct,2023
1301,"Generative artificial intelligence in healthcare: A scoping review on benefits, challenges and applications",,https://www.sciencedirect.com/science/article/pii/S1386505624001370,,https://doi.org/10.1016/j.ijmedinf.2024.105474,,science_direct,2024
1302,Have we found a solution for health misinformation? A ten-year systematic review of health misinformation literature 2013–2022,,https://www.sciencedirect.com/science/article/pii/S1386505624001412,,https://doi.org/10.1016/j.ijmedinf.2024.105478,,science_direct,2024
1303,Ethics-based AI auditing: A systematic literature review on conceptualizations of ethical principles and knowledge contributions to stakeholders,,https://www.sciencedirect.com/science/article/pii/S037872062400051X,,https://doi.org/10.1016/j.im.2024.103969,,science_direct,2024
1304,Market Value and Environmental Performance of Carbon Management Systems: An International Investigation,,https://www.sciencedirect.com/science/article/pii/S037872062400079X,,https://doi.org/10.1016/j.im.2024.103997,,science_direct,2024
1305,Generative pretrained transformer 4: an innovative approach to facilitate value-based healthcare,,https://www.sciencedirect.com/science/article/pii/S2667102623000608,,https://doi.org/10.1016/j.imed.2023.09.001,,science_direct,2024
1306,Application of ChatGPT in multilingual medical education: How does ChatGPT fare in 2023's Iranian residency entrance examination,,https://www.sciencedirect.com/science/article/pii/S2352914823001600,,https://doi.org/10.1016/j.imu.2023.101314,,science_direct,2023
1307,Detecting ChatGPT in published documents: Chatbot catchphrases and buzzwords,,https://www.sciencedirect.com/science/article/pii/S2352914824000728,,https://doi.org/10.1016/j.imu.2024.101516,,science_direct,2024
1308,"ChatGPT: Jack of all trades, master of none",,https://www.sciencedirect.com/science/article/pii/S156625352300177X,,https://doi.org/10.1016/j.inffus.2023.101861,,science_direct,2023
1309,A review of deep learning techniques for speech processing,,https://www.sciencedirect.com/science/article/pii/S1566253523001859,,https://doi.org/10.1016/j.inffus.2023.101869,,science_direct,2023
1310,"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation",,https://www.sciencedirect.com/science/article/pii/S1566253523002129,,https://doi.org/10.1016/j.inffus.2023.101896,,science_direct,2023
1311,A pre-trained multi-representation fusion network for molecular property prediction,,https://www.sciencedirect.com/science/article/pii/S1566253523004086,,https://doi.org/10.1016/j.inffus.2023.102092,,science_direct,2024
1312,"From image to language: A critical analysis of Visual Question Answering (VQA) approaches, challenges, and opportunities",,https://www.sciencedirect.com/science/article/pii/S1566253524000484,,https://doi.org/10.1016/j.inffus.2024.102270,,science_direct,2024
1313,GPT-4V with emotion: A zero-shot benchmark for Generalized Emotion Recognition,,https://www.sciencedirect.com/science/article/pii/S1566253524001453,,https://doi.org/10.1016/j.inffus.2024.102367,,science_direct,2024
1314,"A comprehensive survey of research towards AI-enabled unmanned aerial systems in pre-, active-, and post-wildfire management",,https://www.sciencedirect.com/science/article/pii/S1566253524001477,,https://doi.org/10.1016/j.inffus.2024.102369,,science_direct,2024
1315,EduCross: Dual adversarial bipartite hypergraph learning for cross-modal retrieval in multimodal educational slides,,https://www.sciencedirect.com/science/article/pii/S1566253524002069,,https://doi.org/10.1016/j.inffus.2024.102428,,science_direct,2024
1316,"Health informatics to enhance the healthcare industry's culture: An extensive analysis of its features, contributions, applications and limitations",,https://www.sciencedirect.com/science/article/pii/S2949953424000092,,https://doi.org/10.1016/j.infoh.2024.05.001,,science_direct,2024
1317,Memorization and generalization in neural code intelligence models,,https://www.sciencedirect.com/science/article/pii/S0950584922001756,,https://doi.org/10.1016/j.infsof.2022.107066,,science_direct,2023
1318,Improving domain-specific neural code generation with few-shot meta-learning,,https://www.sciencedirect.com/science/article/pii/S0950584923002203,,https://doi.org/10.1016/j.infsof.2023.107365,,science_direct,2024
1319,Technical risk model of machine learning based software project development - A multinational empirical study using modified Delphi-AHP method,,https://www.sciencedirect.com/science/article/pii/S0950584924000545,,https://doi.org/10.1016/j.infsof.2024.107449,,science_direct,2024
1320,Automating modern code review processes with code similarity measurement,,https://www.sciencedirect.com/science/article/pii/S0950584924000958,,https://doi.org/10.1016/j.infsof.2024.107490,,science_direct,2024
1321,A vulnerability detection framework by focusing on critical execution paths,,https://www.sciencedirect.com/science/article/pii/S0950584924001228,,https://doi.org/10.1016/j.infsof.2024.107517,,science_direct,2024
1322,"ChatGPT: A comprehensive review on background, applications, key challenges, bias, ethics, limitations and future scope",,https://www.sciencedirect.com/science/article/pii/S266734522300024X,,https://doi.org/10.1016/j.iotcps.2023.04.003,,science_direct,2023
1323,Exploring the competence of ChatGPT for customer and patient service management,,https://www.sciencedirect.com/science/article/pii/S2949866X24000480,,https://doi.org/10.1016/j.ipha.2024.03.002,,science_direct,2024
1324,Managing misspelled queries in IR applications,,https://www.sciencedirect.com/science/article/pii/S030645731000066X,,https://doi.org/10.1016/j.ipm.2010.08.004,,science_direct,2011
1325,The state of human-centered NLP technology for fact-checking,,https://www.sciencedirect.com/science/article/pii/S030645732200320X,,https://doi.org/10.1016/j.ipm.2022.103219,,science_direct,2023
1326,"A meta-analysis of third-person perception related to distorted information: Synthesizing the effect, antecedents, and consequences",,https://www.sciencedirect.com/science/article/pii/S0306457323001620,,https://doi.org/10.1016/j.ipm.2023.103425,,science_direct,2023
1327,Citation prediction by leveraging transformers and natural language processing heuristics,,https://www.sciencedirect.com/science/article/pii/S0306457323003205,,https://doi.org/10.1016/j.ipm.2023.103583,,science_direct,2024
1328,A cross-guidance cross-lingual model on generated parallel corpus for classical Chinese machine reading comprehension,,https://www.sciencedirect.com/science/article/pii/S0306457323003448,,https://doi.org/10.1016/j.ipm.2023.103607,,science_direct,2024
1329,Utilizing cognitive signals generated during human reading to enhance keyphrase extraction from microblogs,,https://www.sciencedirect.com/science/article/pii/S0306457323003515,,https://doi.org/10.1016/j.ipm.2023.103614,,science_direct,2024
1330,Dialogue summarization enhanced response generation for multi-domain task-oriented dialogue systems,,https://www.sciencedirect.com/science/article/pii/S0306457324000281,,https://doi.org/10.1016/j.ipm.2024.103668,,science_direct,2024
1331,The prominent and heterogeneous gender disparities in scientific novelty: Evidence from biomedical doctoral theses,,https://www.sciencedirect.com/science/article/pii/S0306457324001031,,https://doi.org/10.1016/j.ipm.2024.103743,,science_direct,2024
1332,Integrating learners’ knowledge background to improve course recommendation fairness: A multi-graph recommendation method based on contrastive learning,,https://www.sciencedirect.com/science/article/pii/S0306457324001109,,https://doi.org/10.1016/j.ipm.2024.103750,,science_direct,2024
1333,DCTM: Dual Contrastive Topic Model for identifiable topic extraction,,https://www.sciencedirect.com/science/article/pii/S0306457324001456,,https://doi.org/10.1016/j.ipm.2024.103785,,science_direct,2024
1334,BB-GeoGPT: A framework for learning a large language model for geographic information science,,https://www.sciencedirect.com/science/article/pii/S0306457324001675,,https://doi.org/10.1016/j.ipm.2024.103808,,science_direct,2024
1335,Are LLMs good at structured outputs? A benchmark for evaluating structured output capabilities in LLMs,,https://www.sciencedirect.com/science/article/pii/S0306457324001687,,https://doi.org/10.1016/j.ipm.2024.103809,,science_direct,2024
1336,EarthVQANet: Multi-task visual question answering for remote sensing image understanding,,https://www.sciencedirect.com/science/article/pii/S0924271624001990,,https://doi.org/10.1016/j.isprsjprs.2024.05.001,,science_direct,2024
1337,Efficient intent classification and entity recognition for university administrative services employing deep learning models,,https://www.sciencedirect.com/science/article/pii/S2667305323000728,,https://doi.org/10.1016/j.iswa.2023.200247,,science_direct,2023
1338,Combining low-code development with ChatGPT to novel no-code approaches: A focus-group study,,https://www.sciencedirect.com/science/article/pii/S266730532300114X,,https://doi.org/10.1016/j.iswa.2023.200289,,science_direct,2023
1339,Claude 2.0 large language model: Tackling a real-world classification problem with a new iterative prompt engineering approach,,https://www.sciencedirect.com/science/article/pii/S2667305324000127,,https://doi.org/10.1016/j.iswa.2024.200336,,science_direct,2024
1340,A comprehensive survey of robust deep learning in computer vision,,https://www.sciencedirect.com/science/article/pii/S294985542300045X,,https://doi.org/10.1016/j.jai.2023.10.002,,science_direct,2023
1341,Developing a deep learning natural language processing algorithm for automated reporting of adverse drug reactions,,https://www.sciencedirect.com/science/article/pii/S1532046422002702,,https://doi.org/10.1016/j.jbi.2022.104265,,science_direct,2023
1342,DR.BENCH: Diagnostic Reasoning Benchmark for Clinical Natural Language Processing,,https://www.sciencedirect.com/science/article/pii/S1532046423000072,,https://doi.org/10.1016/j.jbi.2023.104286,,science_direct,2023
1343,Learning entity-oriented representation for biomedical relation extraction,,https://www.sciencedirect.com/science/article/pii/S1532046423002484,,https://doi.org/10.1016/j.jbi.2023.104527,,science_direct,2023
1344,Retrieval augmentation of large language models for lay language generation,,https://www.sciencedirect.com/science/article/pii/S1532046423003015,,https://doi.org/10.1016/j.jbi.2023.104580,,science_direct,2024
1345,Evaluation of ChatGPT-generated medical responses: A systematic review and meta-analysis,,https://www.sciencedirect.com/science/article/pii/S1532046424000388,,https://doi.org/10.1016/j.jbi.2024.104620,,science_direct,2024
1346,"Identifying social determinants of health from clinical narratives: A study of performance, documentation ratio, and potential bias",,https://www.sciencedirect.com/science/article/pii/S1532046424000601,,https://doi.org/10.1016/j.jbi.2024.104642,,science_direct,2024
1347,Opportunities for incorporating intersectionality into biomedical informatics,,https://www.sciencedirect.com/science/article/pii/S1532046424000716,,https://doi.org/10.1016/j.jbi.2024.104653,,science_direct,2024
1348,"Unveiling security, privacy, and ethical concerns of ChatGPT",,https://www.sciencedirect.com/science/article/pii/S2949715923000707,,https://doi.org/10.1016/j.jiixd.2023.10.007,,science_direct,2024
1349,Connecting the indispensable roles of IoT and artificial intelligence in smart cities: A survey,,https://www.sciencedirect.com/science/article/pii/S2949715924000039,,https://doi.org/10.1016/j.jiixd.2024.01.003,,science_direct,2024
1350,A comprehensive evaluation on the benefits of context based password cracking for digital forensics,,https://www.sciencedirect.com/science/article/pii/S2214212624001121,,https://doi.org/10.1016/j.jisa.2024.103809,,science_direct,2024
1351,Adoption and impacts of generative artificial intelligence: Theoretical underpinnings and research agenda,,https://www.sciencedirect.com/science/article/pii/S2667096824000211,,https://doi.org/10.1016/j.jjimei.2024.100232,,science_direct,2024
1352,Balancing act: Tackling organized retail fraud on e-commerce platforms with imbalanced learning text models,,https://www.sciencedirect.com/science/article/pii/S2667096824000454,,https://doi.org/10.1016/j.jjimei.2024.100256,,science_direct,2024
1353,Enhanced DSSM (deep semantic structure modelling) technique for job recommendation,,https://www.sciencedirect.com/science/article/pii/S1319157821001853,,https://doi.org/10.1016/j.jksuci.2021.07.018,,science_direct,2022
1354,SRL-ACO: A text augmentation framework based on semantic role labeling and ant colony optimization,,https://www.sciencedirect.com/science/article/pii/S1319157823001659,,https://doi.org/10.1016/j.jksuci.2023.101611,,science_direct,2023
1355,"Decoding ChatGPT: A taxonomy of existing research, current challenges, and possible future directions",,https://www.sciencedirect.com/science/article/pii/S131915782300229X,,https://doi.org/10.1016/j.jksuci.2023.101675,,science_direct,2023
1356,Enhanced subgraph matching for large graphs using candidate region-based decomposition and ordering,,https://www.sciencedirect.com/science/article/pii/S1319157823002483,,https://doi.org/10.1016/j.jksuci.2023.101694,,science_direct,2023
1357,EnhancedBERT: A feature-rich ensemble model for Arabic word sense disambiguation with statistical analysis and optimized data collection,,https://www.sciencedirect.com/science/article/pii/S1319157823004652,,https://doi.org/10.1016/j.jksuci.2023.101911,,science_direct,2024
1358,MTLink: Adaptive multi-task learning based pre-trained language model for traceability link recovery between issues and commits,,https://www.sciencedirect.com/science/article/pii/S1319157824000478,,https://doi.org/10.1016/j.jksuci.2024.101958,,science_direct,2024
1359,"Sentiment analysis methods, applications, and challenges: A systematic literature review",,https://www.sciencedirect.com/science/article/pii/S131915782400137X,,https://doi.org/10.1016/j.jksuci.2024.102048,,science_direct,2024
1360,DTL-IDS: An optimized Intrusion Detection Framework using Deep Transfer Learning and Genetic Algorithm,,https://www.sciencedirect.com/science/article/pii/S1084804523002035,,https://doi.org/10.1016/j.jnca.2023.103784,,science_direct,2024
1361,"Exploring the integration of edge computing and blockchain IoT: Principles, architectures, security, and applications",,https://www.sciencedirect.com/science/article/pii/S1084804524000614,,https://doi.org/10.1016/j.jnca.2024.103884,,science_direct,2024
1362,ChatGPT and the rise of generative AI: Threat to academic integrity?,,https://www.sciencedirect.com/science/article/pii/S2666659623000033,,https://doi.org/10.1016/j.jrt.2023.100060,,science_direct,2023
1363,Do we really need a “Digital Humanism”? A critique based on post-human philosophy of technology and socio-legal techniques,,https://www.sciencedirect.com/science/article/pii/S2666659624000064,,https://doi.org/10.1016/j.jrt.2024.100080,,science_direct,2024
1364,"Infrastructural justice for responsible software engineering,",,https://www.sciencedirect.com/science/article/pii/S2666659624000131,,https://doi.org/10.1016/j.jrt.2024.100087,,science_direct,2024
1365,Ethical management of human-AI interaction: Theory development review,,https://www.sciencedirect.com/science/article/pii/S0963868723000185,,https://doi.org/10.1016/j.jsis.2023.101772,,science_direct,2023
1366,GitHub Copilot AI pair programmer: Asset or Liability?,,https://www.sciencedirect.com/science/article/pii/S0164121223001292,,https://doi.org/10.1016/j.jss.2023.111734,,science_direct,2023
1367,Out of the BLEU: How should we assess quality of the Code Generation models?,,https://www.sciencedirect.com/science/article/pii/S016412122300136X,,https://doi.org/10.1016/j.jss.2023.111741,,science_direct,2023
1368,A survey on machine learning techniques applied to source code,,https://www.sciencedirect.com/science/article/pii/S0164121223003291,,https://doi.org/10.1016/j.jss.2023.111934,,science_direct,2024
1369,A survey of energy concerns for software engineering,,https://www.sciencedirect.com/science/article/pii/S0164121223003394,,https://doi.org/10.1016/j.jss.2023.111944,,science_direct,2024
1370,Promoting open science in test-driven software experiments,,https://www.sciencedirect.com/science/article/pii/S0164121224000141,,https://doi.org/10.1016/j.jss.2024.111971,,science_direct,2024
1371,Extracting goal models from natural language requirement specifications,,https://www.sciencedirect.com/science/article/pii/S0164121224000244,,https://doi.org/10.1016/j.jss.2024.111981,,science_direct,2024
1372,A/B testing: A systematic literature review,,https://www.sciencedirect.com/science/article/pii/S0164121224000542,,https://doi.org/10.1016/j.jss.2024.112011,,science_direct,2024
1373,Exploring the REIT architecture for requirements elicitation interview training with robotic and virtual tutors,,https://www.sciencedirect.com/science/article/pii/S016412122400061X,,https://doi.org/10.1016/j.jss.2024.112018,,science_direct,2024
1374,Research artifacts in software engineering publications: Status and trends,,https://www.sciencedirect.com/science/article/pii/S016412122400075X,,https://doi.org/10.1016/j.jss.2024.112032,,science_direct,2024
1375,GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,,https://www.sciencedirect.com/science/article/pii/S0164121224001043,,https://doi.org/10.1016/j.jss.2024.112059,,science_direct,2024
1376,Beyond code: Is there a difference between comments in visual and textual languages?,,https://www.sciencedirect.com/science/article/pii/S0164121224001328,,https://doi.org/10.1016/j.jss.2024.112087,,science_direct,2024
1377,Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,https://www.sciencedirect.com/science/article/pii/S0164121224001389,,https://doi.org/10.1016/j.jss.2024.112093,,science_direct,2024
1378,Mining for cost awareness in the infrastructure as code artifacts of cloud-based applications: An exploratory study,,https://www.sciencedirect.com/science/article/pii/S0164121224001572,,https://doi.org/10.1016/j.jss.2024.112112,,science_direct,2024
1379,Confix: Combining node-level fix templates and masked language model for automatic program repair,,https://www.sciencedirect.com/science/article/pii/S0164121224001614,,https://doi.org/10.1016/j.jss.2024.112116,,science_direct,2024
1380,Enhancing empirical software performance engineering research with kernel-level events: A comprehensive system tracing approach,,https://www.sciencedirect.com/science/article/pii/S0164121224001626,,https://doi.org/10.1016/j.jss.2024.112117,,science_direct,2024
1381,Data preparation for Deep Learning based Code Smell Detection: A systematic literature review,,https://www.sciencedirect.com/science/article/pii/S0164121224001766,,https://doi.org/10.1016/j.jss.2024.112131,,science_direct,2024
1382,Impermanent identifiers: Enhanced source code comprehension and refactoring,,https://www.sciencedirect.com/science/article/pii/S0164121224001821,,https://doi.org/10.1016/j.jss.2024.112137,,science_direct,2024
1383,Customizing SVM as a base learner with AdaBoost ensemble to learn from multi-class problems: A hybrid approach AdaBoost-MSVM,,https://www.sciencedirect.com/science/article/pii/S0950705121001088,,https://doi.org/10.1016/j.knosys.2021.106845,,science_direct,2021
1384,Robust and explainable identification of logical fallacies in natural language arguments,,https://www.sciencedirect.com/science/article/pii/S0950705123001685,,https://doi.org/10.1016/j.knosys.2023.110418,,science_direct,2023
1385,PERCY: A post-hoc explanation-based score for logic rule dissemination consistency assessment in sentiment classification,,https://www.sciencedirect.com/science/article/pii/S0950705123004355,,https://doi.org/10.1016/j.knosys.2023.110685,,science_direct,2023
1386,Deep transfer learning for automatic speech recognition: Towards better generalization,,https://www.sciencedirect.com/science/article/pii/S0950705123006019,,https://doi.org/10.1016/j.knosys.2023.110851,,science_direct,2023
1387,Prompt-based event relation identification with Constrained Prefix ATTention mechanism,,https://www.sciencedirect.com/science/article/pii/S0950705123008225,,https://doi.org/10.1016/j.knosys.2023.111072,,science_direct,2023
1388,MDM: Meta diffusion model for hard-constrained text generation,,https://www.sciencedirect.com/science/article/pii/S0950705123008973,,https://doi.org/10.1016/j.knosys.2023.111147,,science_direct,2024
