title,url,doi,abstract,year,num_pages,paper_type,bibtex
Detecting AI assisted submissions in introductory programming via code anomaly,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185132151&origin=inward,10.1007/s10639-024-12520-6,"AbstractView references

Artificial Intelligence (AI) can foster education but can also be misused to breach academic integrity. Large language models like ChatGPT are able to generate solutions for individual assessments that are expected to be completed independently. There are a number of automated detectors for AI assisted work. However, most of them are not dedicated to programming and/or they rely on existing student submissions (i.e., the learning approach). This paper presents a straightforward detector for AI assisted code, relying on code anomaly. No existing student submissions are needed. The detector employs 34 features covering constants, data structures, branches, loops, functions, and others. According to our evaluation on three data sets, the detector and its normalized variation are effective with 89% top-K precision. However, allowing discussion among colleagues and access to the internet might reduce the effectiveness by 25%. The effectiveness is further reduced by about the same amount when AI assistance is only used on some tasks, not the whole submissions. Although our detectors should be used with caution due to the limitations, it sufficiently shows that code anomaly can be distinctive for identifying AI assisted work. Instructors can start looking for the code anomaly among the submissions for such identification. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",2024,4,Article,"@article{2-s2.0-85185132151,
  title={Detecting AI assisted submissions in introductory programming via code anomaly},
  author={N/A},
  journal={N/A},
  year={2024},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Practical Application of AI and Large Language Models in Software Engineering Education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184992259&origin=inward,10.14569/IJACSA.2024.0150168,"AbstractView references

Subjects with limited application in the software industry like AI have recently received tremendous boon due to the development and raise of publicity of LLMs. LLM-powered software has a wide array of practical applications that must be taught to Software Engineering students, so that they can be relevant in the field. The speed of technological change is extremely fast, and university curriculums must include those changes. Renewing and creating new methodologies and workshops is a difficult task to complete successfully in such a dynamic environment full of cutting-edge technologies. This paper aims to showcase our approach to using LLM-powered software for AI generated images, like Stable diffusion and code generation tools like ChatGPT in workshops for two relevant subjects - Analysis of Software Requirements and Specifications, as well as Artificial Intelligence. A comparison between the different available LLMs that generate images is made, and the choice between them is explained. Student feedback is shown and a general positive and motivational impact is noted during and after the workshop. A brief introduction that covers the subjects where AI is applied is made. The proposed solutions for several uses of AI in the field of higher education, more specifically software engineering, are presented. Several workshops have been made and included in the curriculum. The results of their application have been noted and an analysis is made. More propositions on further development based on the gained experience, feedback and retrieved data are made. Conclusions are made on the application of AI in higher education and different ways to utilize such tools are presented. © (2024), (Science and Information Organization). All Rights Reserved.",2024,7,Article,"@article{2-s2.0-85184992259,
  title={Practical Application of AI and Large Language Models in Software Engineering Education},
  author={N/A},
  journal={N/A},
  year={2024},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Performance of Large Language Models in a Computer Science Degree Program,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184298297&origin=inward,10.1007/978-3-031-50485-3_40,"AbstractView references

Large language models such as ChatGPT-3.5 and GPT-4.0 are ubiquitous and dominate the current discourse. Their transformative capabilities have led to a paradigm shift in how we interact with and utilize (text-based) information. Each day, new possibilities to leverage the capabilities of these models emerge. This paper presents findings on the performance of different large language models in a university of applied sciences’ undergraduate computer science degree program. Our primary objective is to assess the effectiveness of these models within the curriculum by employing them as educational aids. By prompting the models with lecture material, exercise tasks, and past exams, we aim to evaluate their proficiency across different computer science domains. We showcase the strong performance of current large language models while highlighting limitations and constraints within the context of such a degree program. We found that ChatGPT-3.5 averaged 79.9% of the total score in 10 tested modules, BingAI achieved 68.4%, and LLaMa, in the 65 billion parameter variant, 20%. Despite these convincing results, even GPT-4.0 would not pass the degree program - due to limitations in mathematical calculations. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",1948,16,Conference Paper,"@article{2-s2.0-85184298297,
  title={Performance of Large Language Models in a Computer Science Degree Program},
  author={N/A},
  journal={N/A},
  year={1948},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
ChatGPT as a Fullstack Web Developer - Early Results,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181976399&origin=inward,10.1007/978-3-031-48550-3_20,"AbstractView references

The arrival of ChatGPT has caused a lot of turbulence also in the field of software engineering in the past few months. Little is empirically known about the capabilities of ChatGPT to actually implement a complete system rather than a few code snippets. This paper reports the first-hand experiences from a graduate level student project where a real-life software platform for financial sector was implemented from the scratch by using ChatGPT for all possible software engineering tasks. The main conclusions drawn are as follows: 1) these findings demonstrate the potential for ChatGPT to be integrated into the software engineering workflow, 2) it can be used for creating a base for new components and for dividing coding tasks into smaller pieces, and 3) noticeable enhancements in ChatGPT-4, compared to ChatGPT-3.5, indicate superior working memory and the ability to continue incomplete responses, thereby leading to more coherent and less repetitive dialogues. © 2024, The Author(s).",2024,9,Conference Paper,"@article{2-s2.0-85181976399,
  title={ChatGPT as a Fullstack Web Developer - Early Results},
  author={N/A},
  journal={N/A},
  year={2024},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Enhancing Image Comprehension for Computer Science Visual Question Answering,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180752876&origin=inward,10.1007/978-981-99-8429-9_39,"AbstractView references

Computer science visual question answering is a fundamental task in the intelligent education. However, current models have poor performance in this task. There are mainly two issues in these models. Firstly, they cannot accurately capture the fine-grained objects and relations in images. Secondly, these models lack the computer domain knowledge. To address the issues, we propose an Image Comprehension Enhancing Model. Specifically, it uses object detection technique to capture fine-grained features of images and utilizes Optical Character Recognition (OCR) to transform fine-grained features into the text information. The model adopts the text information to prompt the large language model, which generates the image caption with the computer domain knowledge. The fine-grained features and image caption can enhance the model’s image comprehension and compensate the lack of knowledge. Additionally, the model utilizes the cross-modal attention mechanism to integrate the image features and fine-grained features of the image with the text features. The experimental results on the CSDQA dataset demonstrate that our proposed model outperforms the baselines, and the accuracy improves at least 4.80%. © 2024, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2024,12,Conference Paper,"@article{2-s2.0-85180752876,
  title={Enhancing Image Comprehension for Computer Science Visual Question Answering},
  author={N/A},
  journal={N/A},
  year={2024},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Towards LLM-Based System Migration in Language-Driven Engineering,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180157925&origin=inward,10.1007/978-3-031-49252-5_14,"AbstractView references

In this paper we show how our approach of extending Language Driven Engineering (LDE) with natural language-based code generation supports system migration: The characteristic decomposition of LDE into tasks that are solved with dedicated domain-specific languages divides the migration tasks into portions adequate to apply LLM-based code generation. We illustrate this effect by migrating a low-code/no-code generator for point-and-click adventures from JavaScript to TypeScript in a way that maintains an important property: generated web applications can automatically be validated via automata learning and model analysis by design. In particular, this allows to easily test the correctness of migration by learning the difference automaton for the generated products of the source and the target system of the migration. © 2024, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2024,10,Conference Paper,"@article{2-s2.0-85180157925,
  title={Towards LLM-Based System Migration in Language-Driven Engineering},
  author={N/A},
  journal={N/A},
  year={2024},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
The Robots are Here: Navigating the Generative AI Revolution in Computing Education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85177810142&origin=inward,10.1145/3623762.3633499,"AbstractView references

Recent advancements in artificial intelligence (AI) and specifically generative AI (GenAI) are threatening to fundamentally reshape computing and society. Largely driven by large language models (LLMs), many tools are now able to interpret and generate both natural language instructions and source code. These capabilities have sparked urgent questions in the computing education community around how educators should adapt their pedagogy to address the challenges and to leverage the opportunities presented by this new technology. In this working group report, we undertake a comprehensive exploration of generative AI in the context of computing education and make five significant contributions. First, we provide a detailed review of the literature on LLMs in computing education and synthesise findings from 71 primary articles, nearly 80% of which have been published in the first 8 months of 2023. Second, we report the findings of a survey of computing students and instructors from across 20 countries, capturing prevailing attitudes towards GenAI/LLMs and their use in computing education contexts. Third, to understand how pedagogy is already changing, we offer insights collected from in-depth interviews with 22 computing educators from five continents. Fourth, we use the ACM Code of Ethics to frame a discussion of ethical issues raised by the use of large language models in computing education, and we provide concrete advice for policy makers, educators, and students. Finally, we benchmark the performance of several current GenAI models/tools on various computing education datasets, and highlight the extent to which the capabilities of current models are rapidly improving. There is little doubt that LLMs and other forms of GenAI will have a profound impact on computing education over the coming years. However, just as the technology will continue to improve, so will our collective knowledge about how to leverage these new models and tools in educational settings. We expect many important conversations around this topic will emerge as the community explores how to provide more effective, inclusive, and personalised learning experiences. Our aim is that this report will serve as a focal point for both researchers and practitioners who are exploring, adapting, using, and evaluating GenAI and LLM-based tools in computing classrooms. © 2023 Copyright held by the owner/author(s).",2023,52,Conference Paper,"@article{2-s2.0-85177810142,
  title={The Robots are Here: Navigating the Generative AI Revolution in Computing Education},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Can Students without Prior Knowledge Use ChatGPT to Answer Test Questions? An Empirical Study,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180957035&origin=inward,10.1145/3628162,"AbstractView references

With the immense interest in ChatGPT worldwide, education has seen a mix of both excitement and skepticism. To properly evaluate its impact on education, it is crucial to understand how far it can help students without prior knowledge answer assessment questions. This study aims to address this question as well as the impact of the question type. We conducted multiple experiments with computer engineering students (experiment group: n = 41 to 56), who were asked to use ChatGPT to answer previous test questions before learning about the related topics. Their scores were then compared with the scores of previous-term students who answered the same questions in a quiz or exam setting (control group: n = 24 to 61). The results showed a wide range of effect sizes, from −2.55 to 1.23, depending on the question type and content. The experiment group performed best answering code analysis and conceptual questions but struggled with code completion and questions that involved images. However, the performance in code generation tasks was inconsistent. Overall, the ChatGPT group’s answers lagged slightly behind the control group’s answers with an effect size of −0.16. We conclude that ChatGPT, at least in the field of this study, is not yet ready to rely on by students who do not have sufficient background to evaluate generated answers. We suggest that educators try using ChatGPT and educate students on effective questioning techniques and how to assess the generated responses. This study provides insights into the capabilities and limitations of ChatGPT in education and informs future research and development. © 2023 Copyright held by the owner/author(s).",2023,4,Article,"@article{2-s2.0-85180957035,
  title={Can Students without Prior Knowledge Use ChatGPT to Answer Test Questions? An Empirical Study},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Evaluating Copilot on CS1 Code Writing Problems with Suppressed Specifications,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180417465&origin=inward,10.1145/3627217.3627235,"AbstractView references

Code writing problems in introductory programming (CS1) courses typically ask students to write simple functions or programs based on detailed natural-language specifications. These details can be leveraged by large language models (LLMs), accessible to students via tools such as GitHub Copilot, to generate solutions that are often correct. CS1 instructors who are unwilling or unable to prohibit such usage must consider variants of traditional code writing problems that align with their learning objectives but are more difficult for LLMs to solve. Since LLMs are sensitive to the level of details in their prompts, it is natural to consider variants where details are progressively trimmed from the specifications of traditional code writing problems, and consequent ambiguities are clarified via examples. We consider an extreme variant, where all natural language is suppressed except for meaningful names of functions and their arguments. We evaluate the performance of Copilot on suppressed specification versions of 153 such problems drawn from the CodeCheck repository. If Copilot initially fails to generate a correct solution, we augment each suppressed specification with as few clarifying examples as possible to obtain a correct solution. Copilot solves 134 problems (87%) with just 0.7 examples on average, requiring no examples in 78 instances. Thus, modifying traditional code-writing problems by merely trimming specification details is unlikely to thwart sophisticated LLMs such as GitHub Copilot. © 2023 ACM.",2023,4,Conference Paper,"@article{2-s2.0-85180417465,
  title={Evaluating Copilot on CS1 Code Writing Problems with Suppressed Specifications},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Evaluating the Quality of LLM-Generated Explanations for Logical Errors in CS1 Student Programs,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180412902&origin=inward,10.1145/3627217.3627233,"AbstractView references

When students in CS1 (Introductory Programming) write erroneous code, course staff can use automated tools to provide various types of helpful feedback. In this paper, we focus on syntactically correct student code containing logical errors. Tools that explain logical errors typically require course staff to invest greater effort than tools that detect such errors. To reduce this effort, prior work has investigated the use of Large Language Models (LLMs) such as GPT-3 to generate explanations. Unfortunately, these explanations can be incomplete or incorrect, and therefore unhelpful if presented to students directly. Nevertheless, LLM-generated explanations may be of adequate quality for Teaching Assistants (TAs) to efficiently craft helpful explanations on their basis. We evaluate the quality of explanations generated by an LLM (GPT-3.5-turbo) in two ways, for 30 buggy student solutions across 6 code-writing problems. First, in a study with 5 undergraduate TAs, we compare TA perception of LLM-generated and peer-generated explanation quality. TAs were unaware which explanations were LLM-generated, but they found them to be comparable in quality to peer-generated explanations. Second, we performed a detailed manual analysis of LLM-generated explanations for all 30 buggy solutions. We found at least one incorrect statement in 15/30 explanations (50%). However, in 28/30 cases (93%), the LLM-generated explanation correctly identified at least one logical error. Our results suggest that for large CS1 courses, TAs with adequate training to detect erroneous statements may be able to extract value from such explanations. © 2023 ACM.",2023,6,Conference Paper,"@article{2-s2.0-85180412902,
  title={Evaluating the Quality of LLM-Generated Explanations for Logical Errors in CS1 Student Programs},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
"ChatGPT one year on: who is using it, how and why?",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178232959&origin=inward,10.1038/d41586-023-03798-6,"AbstractView references

In just a year, ChatGPT has permeated scientific research. Seven scientists reveal what they have learnt about how the chatbot should — and shouldn’t — be used. [Figure not available: see fulltext.]. © 2023, Springer Nature Limited.",2023,3,Note,"@article{2-s2.0-85178232959,
  title={ChatGPT one year on: who is using it, how and why?},
  author={N/A},
  journal={N/A},
  year={7990},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Unleashing the potential: Positive impacts of generative AI on learning and teaching,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85182290018&origin=inward,10.4018/979-8-3693-0074-9.ch002,"AbstractView references

Generative artificial intelligence, anchored by large language models (LLMs), is significantly altering the educational landscape. This chapter examines the impact of generative AI on education, illustrating its capability to create personalized content and transform learning environments. Despite concerns over academic dishonesty facilitated by LLMs, the chapter argues against a regressive stance and advocates for the constructive integration of AI into educational practices. By drawing on theories of learning, the chapter elucidates the pedagogical implications of generative AI and describes specific use cases in language learning, computer science, and mathematics. Highlighting both the potential and limitations of this emerging technology, the chapter posits that generative AI is not merely a disruptive force, but a revolutionary tool poised to redefine the methodologies of teaching and learning. © 2024, IGI Global.",2023,15,Book Chapter,"@article{2-s2.0-85182290018,
  title={Unleashing the potential: Positive impacts of generative AI on learning and teaching},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Always Provide Context: The Effects of Code Context on Programming Error Message Enhancement,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180801618&origin=inward,10.1145/3576882.3617909,"AbstractView references

Programming error messages (PEMs) are notoriously difficult for novice programmers to utilise. Many efforts have been made to enhance PEMs such that they are reworded to explain problems in terms that novices can understand. However, the effectiveness of these efforts to enhance PEMs has been weak or inconclusive. This work seeks to determine the role that code context has on programming error message enhancement. Erroneous Java code written by novices was sampled from the Blackbox Mini dataset. The erroneous code was presented to expert raters with four different PEM variants: javac (control), Decaf - an error message enhancing IDE - and two variants generated using GPT-4: one that enhanced just the javac error message alone, and one that incorporates the code context in the prompt. We find that providing code context to LLMs increases the likelihood of correct explanations for underlying errors, produces more specific fixes for erroneous programs, and produces fixes that are more likely to be correct. In large language models, the community now has a resource that is capable of taking code context into account, to the benefit of novice programmers. © 2023 Owner/Author.",2023,7,Conference Paper,"@article{2-s2.0-85180801618,
  title={Always Provide Context: The Effects of Code Context on Programming Error Message Enhancement},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Teaching Students To Use Programming Error Messages,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180005666&origin=inward,10.1145/3617650.3624950,"AbstractView references

Research shows many students struggle to use programming error and warning messages effectively. Instead of using these messages as aids to debug and fix their code, some students have negative emotional reactions to seeing 'angry red text'. Not utilizing programming error and warning messages effectively, or at all, increases the difficulty of learning to program. As compiler messages can vary by programming language and/or development environment, lessons on reading them are not typically included in mainstream educational materials. We believe this gap can be filled and that students can learn to use error messages to their advantage. Further, we believe that teaching students how to read and use error messages can have a significant impact on the learning experience for novice programmers. The goal of this working group is to develop educational materials to teach students to use programming error messages, and evaluate the use of these materials. An additional goal is to investigate the role that large language models may play in the interpretation of error messages in the educational environment. We will produce guidelines for developing educational materials and strategies informed by feedback obtained from the community and our experimentation. © 2023 Owner/Author.",2023,2,Conference Paper,"@article{2-s2.0-85180005666,
  title={Teaching Students To Use Programming Error Messages},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Exploring the Potential of GPT-4 in Automated Mentoring for Programming Courses,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180004577&origin=inward,10.1145/3617650.3624946,"AbstractView references

This research proposes an AI-assisted mentoring system for programming education, leveraging the advanced capabilities of OpenAI's GPT-4. We aim to validate students' pseudocode or algorithmic approaches to Python programming problems within the context of a Tier-1 institution in India, where the high student-to-mentor ratio presents unique challenges. The proposed system aspires to alleviate the pressures of the current mentoring system, providing a more accessible, responsive, and effective educational support system. © 2023 Owner/Author.",2023,4,Conference Paper,"@article{2-s2.0-85180004577,
  title={Exploring the Potential of GPT-4 in Automated Mentoring for Programming Courses},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Qualitative Research Methods for Large Language Models: Conducting Semi-Structured Interviews with ChatGPT and BARD on Computer Science Education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180688010&origin=inward,10.3390/informatics10040078,"AbstractView references

In the current era of artificial intelligence, large language models such as ChatGPT and BARD are being increasingly used for various applications, such as language translation, text generation, and human-like conversation. The fact that these models consist of large amounts of data, including many different opinions and perspectives, could introduce the possibility of a new qualitative research approach: Due to the probabilistic character of their answers, “interviewing” these large language models could give insights into public opinions in a way that otherwise only interviews with large groups of subjects could deliver. However, it is not yet clear if qualitative content analysis research methods can be applied to interviews with these models. Evaluating the applicability of qualitative research methods to interviews with large language models could foster our understanding of their abilities and limitations. In this paper, we examine the applicability of qualitative content analysis research methods to interviews with ChatGPT in English, ChatGPT in German, and BARD in English on the relevance of computer science in K-12 education, which was used as an exemplary topic. We found that the answers produced by these models strongly depended on the provided context, and the same model could produce heavily differing results for the same questions. From these results and the insights throughout the process, we formulated guidelines for conducting and analyzing interviews with large language models. Our findings suggest that qualitative content analysis research methods can indeed be applied to interviews with large language models, but with careful consideration of contextual factors that may affect the responses produced by these models. The guidelines we provide can aid researchers and practitioners in conducting more nuanced and insightful interviews with large language models. From an overall view of our results, we generally do not recommend using interviews with large language models for research purposes, due to their highly unpredictable results. However, we suggest using these models as exploration tools for gaining different perspectives on research topics and for testing interview guidelines before conducting real-world interviews. © 2023 by the authors.",2023,4,Article,"@article{2-s2.0-85180688010,
  title={Qualitative Research Methods for Large Language Models: Conducting Semi-Structured Interviews with ChatGPT and BARD on Computer Science Education},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Educating Augmented Programmers,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85177833523&origin=inward,10.1109/MC.2023.3313325,"AbstractView references

There is an artificial intelligence-based technology that has the potential to augment the work of human programmers. This article discusses some capabilities built around generative artificial intelligence and large language models that impact programming education. © 1970-2012 IEEE.",2023,5,Note,"@article{2-s2.0-85177833523,
  title={Educating Augmented Programmers},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
ChatGPT and large language models in academia: opportunities and challenges,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165261615&origin=inward,10.1186/s13040-023-00339-9,"AbstractView references

The introduction of large language models (LLMs) that allow iterative “chat” in late 2022 is a paradigm shift that enables generation of text often indistinguishable from that written by humans. LLM-based chatbots have immense potential to improve academic work efficiency, but the ethical implications of their fair use and inherent bias must be considered. In this editorial, we discuss this technology from the academic’s perspective with regard to its limitations and utility for academic writing, education, and programming. We end with our stance with regard to using LLMs and chatbots in academia, which is summarized as (1) we must find ways to effectively use them, (2) their use does not constitute plagiarism (although they may produce plagiarized text), (3) we must quantify their bias, (4) users must be cautious of their poor accuracy, and (5) the future is bright for their application to research and as an academic tool. © 2023, The Author(s).",2023,4,Editorial,"@article{2-s2.0-85165261615,
  title={ChatGPT and large language models in academia: opportunities and challenges},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
“It’s Weird That it Knows What I Want”: Usability and Interactions with Copilot for Novice Programmers,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85173838298&origin=inward,10.1145/3617367,"AbstractView references

Recent developments in deep learning have resulted in code-generation models that produce source code from natural language and code-based prompts with high accuracy. This is likely to have profound effects in the classroom, where novices learning to code can now use free tools to automatically suggest solutions to programming exercises and assignments. However, little is currently known about how novices interact with these tools in practice. We present the first study that observes students at the introductory level using one such code auto-generating tool, Github Copilot, on a typical introductory programming (CS1) assignment. Through observations and interviews we explore student perceptions of the benefits and pitfalls of this technology for learning, present new observed interaction patterns, and discuss cognitive and metacognitive difficulties faced by students. We consider design implications of these findings, specifically in terms of how tools like Copilot can better support and scaffold the novice programming experience. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",2023,4,Article,"@article{2-s2.0-85173838298,
  title={“It’s Weird That it Knows What I Want”: Usability and Interactions with Copilot for Novice Programmers},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
ChatGPT has entered the classroom: how LLMs could transform education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85176593400&origin=inward,10.1038/d41586-023-03507-3,"AbstractView references

Researchers, educators and companies are experimenting with ways to turn flawed but famous large language models into trustworthy, accurate ‘thought partners’ for learning. [Figure not available: see fulltext.]. © 2023, Springer Nature Limited.",2023,4,Note,"@article{2-s2.0-85176593400,
  title={ChatGPT has entered the classroom: how LLMs could transform education},
  author={N/A},
  journal={N/A},
  year={7987},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Why teachers should explore ChatGPT’s potential — despite the risks,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85176558665&origin=inward,10.1038/d41586-023-03505-5,"AbstractView references

[No abstract available]",2023,2,Editorial,"@article{2-s2.0-85176558665,
  title={Why teachers should explore ChatGPT’s potential — despite the risks},
  author={N/A},
  journal={N/A},
  year={7987},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Explorotron: An IDE Extension for Guided and Independent Code Exploration and Learning (Discussion Paper),https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185532603&origin=inward,10.1145/3631802.3631816,"AbstractView references

We introduce the Explorotron Visual Studio Code extension for guided and independent code exploration and learning. Explorotron is a continuation of earlier work to explore how we can enable small organisations with limited resources to provide pedagogically sound learning experiences in programming. We situate Explorotron in the field of Computing Education Research (CER) and envision it to initiate a discussion around different topics, including how to balance the optimisation between the researcher-student-teacher trifecta that is inherent in CER, how to ethically and responsibly use large language models (LLMs) in the independent learning and exploration by students, and how to define better learning sessions over coding content that students obtained on their own. We further reflect on the question raised by Begel and Ko whether technology should “structure learning for learners” or whether learners should “be taught how to structure their own independent learning” outside of the classroom. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.",2023,4,Conference Paper,"@article{2-s2.0-85185532603,
  title={Explorotron: An IDE Extension for Guided and Independent Code Exploration and Learning (Discussion Paper)},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
CodeHelp: Using Large Language Models with Guardrails for Scalable Support in Programming Classes,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179185850&origin=inward,10.1145/3631802.3631830,"AbstractView references

Computing educators face significant challenges in providing timely support to students, especially in large class settings. Large language models (LLMs) have emerged recently and show great promise for providing on-demand help at a large scale, but there are concerns that students may over-rely on the outputs produced by these models. In this paper, we introduce CodeHelp, a novel LLM-powered tool designed with guardrails to provide on-demand assistance to programming students without directly revealing solutions. We detail the design of the tool, which incorporates a number of useful features for instructors, and elaborate on the pipeline of prompting strategies we use to ensure generated outputs are suitable for students. To evaluate CodeHelp, we deployed it in a first-year computer and data science course with 52 students and collected student interactions over a 12-week period. We examine students’ usage patterns and perceptions of the tool, and we report reflections from the course instructor and a series of recommendations for classroom use. Our findings suggest that CodeHelp is well-received by students who especially value its availability and help with resolving errors, and that for instructors it is easy to deploy and complements, rather than replaces, the support that they provide to students. © 2023 Copyright held by the owner/author(s).",2023,4,Conference Paper,"@article{2-s2.0-85179185850,
  title={CodeHelp: Using Large Language Models with Guardrails for Scalable Support in Programming Classes},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
Enhancing Programming Learning with LLMs: Prompt Engineering and Flipped Interaction,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190385787&origin=inward,10.1145/3634814.3634816,"AbstractView references

Due to their robustness, large language models (LLMs) are being utilized in many fields of study, including programming and education. Notably, they can be used by programmers by interfacing with their IDEs to assist with development, and in education by giving students meaningful and immediate feedback. In this paper, we propose and explore the groundwork of a framework designed to combine these two applications of LLMs. The framework acts as a facilitator between the LLM and the student by reading the student's prompts before filtering and modifying them and sending them to the LLM. The intent is that this will improve the responses from the LLM, thereby improving the student's learning experience. We discuss the framework in detail and analyze the value of individual responses returned from the LLM as a result of our framework. We conclude that the framework causes the LLM to give helpful responses in comparison to how it would respond without the framework. © 2023 Owner/Author.",2023,7,Conference Paper,"@article{2-s2.0-85190385787,
  title={Enhancing Programming Learning with LLMs: Prompt Engineering and Flipped Interaction},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
KOGI: A Seamless Integration of ChatGPT into Jupyter Environments for Programming Education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178258738&origin=inward,10.1145/3622780.3623648,"AbstractView references

The impact of ChatGPT has brought both anxiety and anticipation to schools and universities. Exploring a positive method to improve programming skills with ChatGPT is a new and pressing challenge. In pursuit of this goal, we have developed KOGI, a learning support system that integrates ChatGPT into the Jupyter environment. This paper demonstrates how KOGI enables students to receive timely advice from ChatGPT in response to errors and other questions they encounter. We immediately introduced KOGI in our two introductory courses: Algorithms and Data Science. The introduction of KOGI resulted in a significant decrease in the number of unresolved student errors. In addition, we report on student trends observed in the classroom regarding the type and frequency of help requested. Although our findings are preliminary, they are informative for programming instructors interested in using ChatGPT. © 2023 ACM.",2023,10,Conference Paper,"@article{2-s2.0-85178258738,
  title={KOGI: A Seamless Integration of ChatGPT into Jupyter Environments for Programming Education},
  author={N/A},
  journal={N/A},
  year={2023},
  volume={N/A},
  pages={N/A},
  doi={N/A}
}"
