title,published,link,DOI,authors,content_type,abstract
Engaging the many-hands problem of generative-AI outputs: a framework for attributing credit,11 March 2024,/article/10.1007/s43681-024-00440-7,10.1007/s43681-024-00440-7,"Donal Khosrowi, Finola Finn, Elinor Clark",Article,"<jats:title>Abstract</jats:title><jats:p>The recent wave of generative AI (GenAI) systems like Stable Diffusion or ChatGPT that can produce images, text and code from human prompts raises controversial issues about creatorship, originality, creativity and copyright. This paper focuses on creatorship: who creates and should be credited with the outputs made with the help of GenAI? There is currently significant moral, legal and regulatory uncertainty around these questions. We develop a novel framework, called CCC (collective-centered creation), that helps resolve this uncertainty. According to CCC, GenAI outputs are created by collectives in the first instance. Claims to creatorship come in degrees and depend on the nature and significance of individual contributions made by the various agents and entities involved, including users, GenAI systems, developers, producers of training data and others. We demonstrate how CCC can help navigate a range of ongoing controversies around the responsible development and deployment of GenAI technologies and help more accurately attribute credit where it is due.</jats:p>"
Analyzing the impact of companies on AI research based on publications,24 November 2023,/article/10.1007/s11192-023-04867-3,10.1007/s11192-023-04867-3,"Michael Färber, Lazaros Tampakis",Article,"<jats:title>Abstract</jats:title><jats:p>Artificial Intelligence (AI) is one of the most momentous technologies of our time. Thus, it is of major importance to know which stakeholders influence AI research. Besides researchers at universities and colleges, researchers in companies have hardly been considered in this context. In this article, we consider how the influence of companies on AI research can be made measurable on the basis of scientific publishing activities. We compare academic- and company-authored AI publications published in the last decade and use scientometric data from multiple scholarly databases to look for differences across these groups and to disclose the top contributing organizations. While the vast majority of publications is still produced by academia, we find that the citation count an individual publication receives is significantly higher when it is (co–)authored by a company. Furthermore, using a variety of altmetric indicators, we notice that publications with company participation receive considerably more attention online. Finally, we place our analysis results in a broader context and present targeted recommendations to safeguard a harmonious balance between academia and industry in the realm of AI research.</jats:p>"
Identifying missing data handling methods with text mining,17 June 2024,/article/10.1007/s41060-024-00582-1,10.1007/s41060-024-00582-1,"Krisztián Boros, Zoltán Kmetty",Article,"<jats:title>Abstract</jats:title><jats:p>Missing data is an inevitable aspect of every empirical research. Researchers developed several techniques to handle missing data to avoid information loss and biases. Over the past 50 years, these methods have become more and more efficient and also more complex. Building on previous review studies, this paper aims to analyze what kind of missing data handling methods are used among various scientific disciplines. For the analysis, we used nearly 50.000 scientific articles published between 1999 and 2016. JSTOR provided the data in text format. We utilized a text-mining approach to extract the necessary information from our corpus. Our results show that the usage of advanced missing data handling methods, such as Multiple Imputation or Full Information Maximum Likelihood estimation, is steadily growing in the examination period. Additionally, simpler methods, like listwise and pairwise deletion, are still in widespread use.</jats:p>"
ChatGPT: towards AI subjectivity,09 April 2024,/article/10.1007/s00146-024-01898-z,10.1007/s00146-024-01898-z,Kristian D’Amato,Article,"<jats:title>Abstract</jats:title><jats:p>Motivated by the question of responsible AI and value alignment, I seek to offer a uniquely Foucauldian reconstruction of the problem as the emergence of an ethical subject in a disciplinary setting. This reconstruction contrasts with the strictly human-oriented programme typical to current scholarship that often views technology in instrumental terms. With this in mind, I problematise the concept of a technological subjectivity through an exploration of various aspects of ChatGPT in light of Foucault’s work, arguing that current systems lack the reflexivity and self-formative characteristics inherent in the notion of the subject. By drawing upon a recent dialogue between Foucault and phenomenology, I suggest four techno-philosophical desiderata that would address the gaps in this search for a technological subjectivity: <jats:italic>embodied self-care, embodied intentionality, imagination and reflexivity</jats:italic>. Thus I propose that advanced AI be reconceptualised as a subject capable of “technical” self-crafting and reflexive self-conduct, opening new pathways to grasp the intertwinement of the human and the artificial. This reconceptualisation holds the potential to render future AI technology more transparent and responsible in the circulation of knowledge, care and power.</jats:p>"
Understanding AI,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9852-7_7,10.1007/978-1-4842-9852-7_7,Tom Taulli,Chapter,No abstract available for this DOI.
Similarity-driven and task-driven models for diversity of opinion in crowdsourcing markets,17 May 2024,/article/10.1007/s00778-024-00853-0,10.1007/s00778-024-00853-0,"Chen Jason Zhang, Yunrui Liu, ... Fei Hao",Article,No abstract available for this DOI.
Summary,2024,https://link.springer.com/chapter/10.1007/978-3-031-55225-0_9,10.1007/978-3-031-55225-0_9,Grzegorz Chodak,Chapter,No abstract available for this DOI.
Enhancing BERT-Based Language Model for Multi-label Vulnerability Detection of Smart Contract in Blockchain,24 June 2024,/article/10.1007/s10922-024-09832-w,10.1007/s10922-024-09832-w,"Van Tong, Cuong Dao, ... Sami Souihi",Article,No abstract available for this DOI.
Future Trends in AI and Its Considerations for Business,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9669-1_23,10.1007/978-1-4842-9669-1_23,Francisco Javier Campos Zabala,Chapter,No abstract available for this DOI.
Understanding ChatGPT’s Underlying Technology,2023,https://link.springer.com/chapter/10.1007/979-8-8688-0032-0_2,10.1007/979-8-8688-0032-0_2,Charles Waghmare,Chapter,No abstract available for this DOI.
"Exploring contactless techniques in multimodal emotion recognition: insights into diverse applications, challenges, solutions, and prospects",06 April 2024,/article/10.1007/s00530-024-01302-2,10.1007/s00530-024-01302-2,"Umair Ali Khan, Qianru Xu, ... Janne Kauttonen",Article,"<jats:title>Abstract</jats:title><jats:p>In recent years, emotion recognition has received significant attention, presenting a plethora of opportunities for application in diverse fields such as human–computer interaction, psychology, and neuroscience, to name a few. Although unimodal emotion recognition methods offer certain benefits, they have limited ability to encompass the full spectrum of human emotional expression. In contrast, Multimodal Emotion Recognition (MER) delivers a more holistic and detailed insight into an individual's emotional state. However, existing multimodal data collection approaches utilizing contact-based devices hinder the effective deployment of this technology. We address this issue by examining the potential of contactless data collection techniques for MER. In our tertiary review study, we highlight the unaddressed gaps in the existing body of literature on MER. Through our rigorous analysis of MER studies, we identify the modalities, specific cues, open datasets with contactless cues, and unique modality combinations. This further leads us to the formulation of a comparative schema for mapping the MER requirements of a given scenario to a specific modality combination. Subsequently, we discuss the implementation of Contactless Multimodal Emotion Recognition (CMER) systems in diverse use cases with the help of the comparative schema which serves as an evaluation blueprint. Furthermore, this paper also explores ethical and privacy considerations concerning the employment of contactless MER and proposes the key principles for addressing ethical and privacy concerns. The paper further investigates the current challenges and future prospects in the field, offering recommendations for future research and development in CMER. Our study serves as a resource for researchers and practitioners in the field of emotion recognition, as well as those intrigued by the broader outcomes of this rapidly progressing technology.</jats:p>"
Public perception of generative AI on Twitter: an empirical study based on occupation and usage,08 January 2024,/article/10.1140/epjds/s13688-023-00445-y,10.1140/epjds/s13688-023-00445-y,"Kunihiro Miyazaki, Taichi Murayama, ... Haewoon Kwak",Article,"<jats:title>Abstract</jats:title><jats:p>The emergence of generative AI has sparked substantial discussions, with the potential to have profound impacts on society in all aspects. As emerging technologies continue to advance, it is imperative to facilitate their proper integration into society, managing expectations and fear. This paper investigates users’ perceptions of generative AI using 3M posts on Twitter from January 2019 to March 2023, especially focusing on their occupation and usage. We find that people across various occupations, not just IT-related ones, show a strong interest in generative AI. The sentiment toward generative AI is generally positive, and remarkably, their sentiments are positively correlated with their exposure to AI. Among occupations, illustrators show exceptionally negative sentiment mainly due to concerns about the unethical usage of artworks in constructing AI. People use ChatGPT in diverse ways, and notably the casual usage in which they “play with” ChatGPT tends to be associated with positive sentiments. These findings would offer valuable lessons for policymaking on the emergence of new technology and also empirical insights for the considerations of future human-AI symbiosis.</jats:p>"
Examining Ethical and Social Implications of Digital Mental Health Technologies Through Expert Interviews and Sociotechnical Systems Theory,31 May 2024,/article/10.1007/s44206-024-00110-5,10.1007/s44206-024-00110-5,Jonathan Adams,Article,"<jats:title>Abstract</jats:title><jats:p>This paper aims to understand how science and technology experts working in the digital mental health field interpret the ethical and social implications of its technologies, combining an ‘expert interview’ methodology with insights from sociotechnical systems theory. Following recruitment of experts in science and technology fields who had experience of supporting the development of DMH interventions, 11 semi-structured interviews were conducted and analyzed in accordance with the Framework Method. A single theme of ‘complexity of implications’ is presented here and divided into the categories of ‘implications for users’, ‘implications for healthcare professionals and systems’, and ‘implications for society’. Participants identified a range of ethical and social implications of digital mental health technologies at the three different levels, which this discussion relates to three key aspects of complex sociotechnical systems identified in existing theoretical work. These are ‘heterogeneity’, ‘interdependence’ and ‘distribution’, each of which raises important questions for future research about how complex values, relationships and responsibilities should be negotiated in digital mental health. The paper concludes that this study’s approach provides a model for understanding the implications of digital health more broadly, with participants’ combined experience and knowledge shedding light on key interventions at the forefront of digitalization in healthcare.</jats:p>"
AI ethics as subordinated innovation network,20 April 2023,/article/10.1007/s00146-023-01658-5,10.1007/s00146-023-01658-5,James Steinhoff,Article,"<jats:title>Abstract</jats:title><jats:p>AI ethics is proposed, by the Big Tech companies which lead AI research and development, as the cure for diverse social problems posed by the commercialization of data-intensive technologies. It aims to reconcile capitalist AI production with ethics. However, AI ethics is itself now the subject of wide criticism; most notably, it is accused of being no more than “ethics washing” a cynical means of dissimulation for Big Tech, while it continues its business operations unchanged. This paper aims to critically assess, and go beyond the ethics washing thesis. I argue that AI ethics is indeed ethics washing, but not only that. It has a more significant economic function for Big Tech. To make this argument I draw on the theory of intellectual monopoly capital. I argue that ethics washing is better understood as a subordinated innovation network: a dispersed network of contributors beyond Big Tech’s formal employment whose research is indirectly planned by Big Tech, which also appropriates its results. These results are not intended to render AI more ethical, but rather to advance the business processes of data-intensive capital. Because the parameters of AI ethics are indirectly set in advance by Big tech, the ostensible goal that AI ethics sets for itself—to resolve the contradiction between business and ethics—is in fact insoluble. I demonstrate this via an analysis of the latest trend in AI ethics: the operationalization of ethical principles.</jats:p>"
Needs and artificial intelligence,06 October 2022,/article/10.1007/s43681-022-00206-z,10.1007/s43681-022-00206-z,"Soheil Human, Ryan Watkins",Article,"<jats:title>Abstract</jats:title><jats:p>Throughout our history, we, Homo sapiens, have used technologies to better satisfy our<jats:italic>needs</jats:italic>. The relation between<jats:italic>needs</jats:italic>and<jats:italic>technology</jats:italic>is so fundamental that the US National Research Council defines the distinguishing characteristic of technology as its goal “to make modifications in the world [in order] to meet human needs” [1]. Artificial intelligence (AI) is one of the most promising emerging technologies of our time. Similar to other technologies, AI is expected by many “to meet [human] needs”. In this article, we reflect on the relationship between<jats:italic>needs</jats:italic>and AI, and call for the realization of<jats:italic>needs-aware</jats:italic>AI systems. We argue that re-thinking<jats:italic>needs</jats:italic><jats:italic>for</jats:italic>,<jats:italic>through</jats:italic>,<jats:italic>by</jats:italic>, and<jats:italic>with</jats:italic>AI can be a very useful means towards the development of realistic approaches for sustainable<jats:italic>H</jats:italic>uman-aware,<jats:italic>A</jats:italic>ccountable,<jats:italic>L</jats:italic>awful, and<jats:italic>E</jats:italic>thical (HALE) AI systems. We discuss some of the most critical gaps, barriers, enablers, and drivers of co-creating future AI-based sociotechnical systems in which [human]<jats:italic>needs</jats:italic>are well considered and met. Finally, we provide an overview of potential challenges and considerations that should be carefully taken into account; and call for joint, immediate, and interdisciplinary efforts and collaborations to start on the path to<jats:italic>needs-aware</jats:italic>AI.</jats:p>"
A method for the ethical analysis of brain-inspired AI,03 May 2024,/article/10.1007/s10462-024-10769-4,10.1007/s10462-024-10769-4,"Michele Farisco, G. Baldassarre, ... S. J. van Albada",Article,"<jats:title>Abstract</jats:title><jats:p>Despite its successes, to date Artificial Intelligence (AI) is still characterized by a number of shortcomings with regards to different application domains and goals. These limitations are arguably both conceptual (e.g., related to the underlying theoretical models, such as symbolic vs.connectionist), and operational (e.g., related to robustness and ability to generalize). Biologically inspired AI, and more specifically brain-inspired AI, promises to provide further biological aspects beyond those that are already traditionally included in AI, making it possible to assess and possibly overcome some of its present shortcomings. This article examines some conceptual, technical, and ethical issues raised by the development and use of brain-inspired AI. Against this background, the paper asks whether there is anything ethically unique about brain-inspired AI. The aim of the paper is to introduce a method that has a heuristic nature and that can be applied to identify and address the ethical issues arising from brain-inspired AI (and from AI more generally). The conclusion resulting from the application of this method is that, compared to traditional AI, brain-inspired AI raises new foundational ethical issues and some new practical ethical issues, and exacerbates some of the issues raised by traditional AI.</jats:p>"
Use case cards: a use case reporting framework inspired by the European AI Act,20 March 2024,/article/10.1007/s10676-024-09757-7,10.1007/s10676-024-09757-7,"Isabelle Hupont, David Fernández-Llorca, ... Emilia Gómez",Article,"<jats:title>Abstract</jats:title><jats:p>Despite recent efforts by the Artificial Intelligence (AI) community to move towards standardised procedures for documenting models, methods, systems or datasets, there is currently no methodology focused on use cases aligned with the risk-based approach of the European AI Act (AI Act). In this paper, we propose a new framework for the documentation of use cases that we call <jats:italic>use case cards</jats:italic>, based on the use case modelling included in the Unified Markup Language (UML) standard. Unlike other documentation methodologies, we focus on the intended purpose and operational use of an AI system. It consists of two main parts: firstly, a UML-based template, tailored to allow implicitly assessing the risk level of the AI system and defining relevant requirements, and secondly, a supporting UML diagram designed to provide information about the system-user interactions and relationships. The proposed framework is the result of a co-design process involving a relevant team of EU policy experts and scientists. We have validated our proposal with 11 experts with different backgrounds and a reasonable knowledge of the AI Act as a prerequisite. We provide the 5 <jats:italic>use case cards</jats:italic> used in the co-design and validation process. <jats:italic>Use case cards</jats:italic> allows framing and contextualising use cases in an effective way, and we hope this methodology can be a useful tool for policy makers and providers for documenting use cases, assessing the risk level, adapting the different requirements and building a catalogue of existing usages of AI.</jats:p>"
Re-evaluating GPT-4’s bar exam performance,30 March 2024,/article/10.1007/s10506-024-09396-9,10.1007/s10506-024-09396-9,Eric Martínez,Article,"<jats:title>Abstract</jats:title><jats:p>Perhaps the most widely touted of GPT-4’s at-launch, zero-shot capabilities has been its reported 90th-percentile performance on the Uniform Bar Exam. This paper begins by investigating the methodological challenges in documenting and verifying the 90th-percentile claim, presenting four sets of findings that indicate that OpenAI’s estimates of GPT-4’s UBE percentile are overinflated. First, although GPT-4’s UBE score nears the 90th percentile when examining approximate conversions from February administrations of the Illinois Bar Exam, these estimates are heavily skewed towards repeat test-takers who failed the July administration and score significantly lower than the general test-taking population. Second, data from a recent July administration of the same exam suggests GPT-4’s overall UBE percentile was below the 69th percentile, and <jats:inline-formula><jats:alternatives><jats:tex-math>$$\sim$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                <mml:mo>∼</mml:mo>
              </mml:math></jats:alternatives></jats:inline-formula>48th percentile on essays. Third, examining official NCBE data and using several conservative statistical assumptions, GPT-4’s performance against first-time test takers is estimated to be <jats:inline-formula><jats:alternatives><jats:tex-math>$$\sim$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                <mml:mo>∼</mml:mo>
              </mml:math></jats:alternatives></jats:inline-formula>62nd percentile, including <jats:inline-formula><jats:alternatives><jats:tex-math>$$\sim$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                <mml:mo>∼</mml:mo>
              </mml:math></jats:alternatives></jats:inline-formula>42nd percentile on essays. Fourth, when examining only those who passed the exam (i.e. licensed or license-pending attorneys), GPT-4’s performance is estimated to drop to <jats:inline-formula><jats:alternatives><jats:tex-math>$$\sim$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                <mml:mo>∼</mml:mo>
              </mml:math></jats:alternatives></jats:inline-formula>48th percentile overall, and <jats:inline-formula><jats:alternatives><jats:tex-math>$$\sim$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                <mml:mo>∼</mml:mo>
              </mml:math></jats:alternatives></jats:inline-formula>15th percentile on essays. In addition to investigating the validity of the percentile claim, the paper also investigates the validity of GPT-4’s reported scaled UBE score of 298. The paper successfully replicates the MBE score, but highlights several methodological issues in the grading of the MPT + MEE components of the exam, which call into question the validity of the reported essay score. Finally, the paper investigates the effect of different hyperparameter combinations on GPT-4’s MBE performance, finding no significant effect of adjusting temperature settings, and a significant effect of few-shot chain-of-thought prompting over basic zero-shot prompting. Taken together, these findings carry timely insights for the desirability and feasibility of outsourcing legally relevant tasks to AI models, as well as for the importance for AI developers to implement rigorous and transparent capabilities evaluations to help secure safe and trustworthy AI.</jats:p>"
On the computational complexity of ethics: moral tractability for minds and machines,31 March 2024,/article/10.1007/s10462-024-10732-3,10.1007/s10462-024-10732-3,Jakob Stenseke,Article,"<jats:title>Abstract</jats:title><jats:p>Why should moral philosophers, moral psychologists, and machine ethicists care about computational complexity? Debates on whether artificial intelligence (AI) can or should be used to solve problems in ethical domains have mainly been driven by what AI can or cannot do in terms of human capacities. In this paper, we tackle the problem from the other end by exploring what kind of moral machines are possible based on what computational systems can or cannot do. To do so, we analyze normative ethics through the lens of computational complexity. First, we introduce computational complexity for the uninitiated reader and discuss how the complexity of ethical problems can be framed within Marr’s three levels of analysis. We then study a range of ethical problems based on consequentialism, deontology, and virtue ethics, with the aim of elucidating the complexity associated with the problems themselves (e.g., due to combinatorics, uncertainty, strategic dynamics), the computational methods employed (e.g., probability, logic, learning), and the available resources (e.g., time, knowledge, learning). The results indicate that most problems the normative frameworks pose lead to tractability issues in every category analyzed. Our investigation also provides several insights about the computational nature of normative ethics, including the differences between rule- and outcome-based moral strategies, and the implementation-variance with regard to moral resources. We then discuss the consequences complexity results have for the prospect of moral machines in virtue of the trade-off between optimality and efficiency. Finally, we elucidate how computational complexity can be used to inform both philosophical and cognitive-psychological research on human morality by advancing the moral tractability thesis.</jats:p>"
Anticipating impacts: using large-scale scenario-writing to explore diverse implications of generative AI in the news environment,27 May 2024,/article/10.1007/s43681-024-00497-4,10.1007/s43681-024-00497-4,"Kimon Kieslich, Nicholas Diakopoulos, Natali Helberger",Article,"<jats:title>Abstract</jats:title><jats:p>The tremendous rise of generative AI has reached every part of society—including the news environment. There are many concerns about the individual and societal impact of the increasing use of generative AI, including issues such as disinformation and misinformation, discrimination, and the promotion of social tensions. However, research on anticipating the impact of generative AI is still in its infancy and mostly limited to the views of technology developers and/or researchers. In this paper, we aim to broaden the perspective and capture the expectations of three stakeholder groups (news consumers; technology developers; content creators) about the potential negative impacts of generative AI, as well as mitigation strategies to address these. Methodologically, we apply scenario-writing and use participatory foresight in the context of a survey (n = 119) to delve into cognitively diverse imaginations of the future. We qualitatively analyze the scenarios using thematic analysis to systematically map potential impacts of generative AI on the news environment, potential mitigation strategies, and the role of stakeholders in causing and mitigating these impacts. In addition, we measure respondents' opinions on a specific mitigation strategy, namely transparency obligations as suggested in Article 52 of the draft EU AI Act. We compare the results across different stakeholder groups and elaborate on different expected impacts across these groups. We conclude by discussing the usefulness of scenario-writing and participatory foresight as a toolbox for generative AI impact assessment.</jats:p>"
Legal Tech and Lawtech: Towards a Framework for Technological Trends in the Legal Services Industry,2021,https://link.springer.com/chapter/10.1007/978-3-030-66661-3_11,10.1007/978-3-030-66661-3_11,"Ciaran M. Harper, S. Sarah Zhang",Chapter,"<jats:title>Abstract</jats:title><jats:p>The use of legal technology (legal tech) and the lawtech ecosystem of legal start-ups has experienced tremendous growth in recent years. To provide a structured approach of analysing IT innovations in the legal sector, we propose a framework for lawtech applications, classifying them into three groups: internal, B2C and B2B applications. In the context of this framework, we examine technological trends in lawtech and their potential to support and transform processes in specific areas of business or personal law. We acknowledge that within lawtech there is a gap between the areas of interest of legal practitioners, IT professionals and academic researchers, and that some areas have received considerable attention by these groups, while other areas have been left relatively unexplored by one or more of these groups. However, the growing interest by legal practitioners in advanced technology such as artificial intelligence (AI) and natural language processing (NLP) is further closing the gap between academic research, IT professionals and legal practice.</jats:p>"
Growth and Branching of Natural Language Processing,2024,https://link.springer.com/chapter/10.1007/978-981-97-0771-3_6,10.1007/978-981-97-0771-3_6,Masayuki Ida,Chapter,No abstract available for this DOI.
Personalized Persuasive Technologies in Health and Wellness: From Theory to Practice,2024,https://link.springer.com/chapter/10.1007/978-3-031-55109-3_10,10.1007/978-3-031-55109-3_10,"Alaa Alslaity, Oladapo Oyebode, ... Rita Orji",Chapter,No abstract available for this DOI.
"Machine learning towards intelligent systems: applications, challenges, and opportunities",08 January 2021,/article/10.1007/s10462-020-09948-w,10.1007/s10462-020-09948-w,"MohammadNoor Injadat, Abdallah Moubayed, ... Abdallah Shami",Article,No abstract available for this DOI.
Beyond Predictive Learning Analytics Modelling and onto Explainable Artificial Intelligence with Prescriptive Analytics and ChatGPT,22 June 2023,/article/10.1007/s40593-023-00336-3,10.1007/s40593-023-00336-3,Teo Susnjak,Article,"<jats:title>Abstract</jats:title><jats:p>A significant body of recent research in the field of Learning Analytics has focused on leveraging machine learning approaches for predicting at-risk students in order to initiate timely interventions and thereby elevate retention and completion rates. The overarching feature of the majority of these research studies has been on the science of prediction only. The component of predictive analytics concerned with interpreting the internals of the models and explaining their predictions for individual cases to stakeholders has largely been neglected. Additionally, works that attempt to employ data-driven prescriptive analytics to automatically generate evidence-based remedial advice for at-risk learners are in their infancy. eXplainable AI is a field that has recently emerged providing cutting-edge tools which support transparent predictive analytics and techniques for generating tailored advice for at-risk students. This study proposes a novel framework that unifies both transparent machine learning as well as techniques for enabling prescriptive analytics, while integrating the latest advances in large language models for communicating the insights to learners. This work demonstrates a predictive modelling framework for identifying learners at risk of qualification non-completion based on a real-world dataset comprising <jats:inline-formula><jats:alternatives><jats:tex-math>$$\sim $$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                  <mml:mo>∼</mml:mo>
                </mml:math></jats:alternatives></jats:inline-formula>7000 learners with their outcomes, covering 2018 - 2022. The study further demonstrates how predictive modelling can be augmented with prescriptive analytics on two case studies to generate human-readable prescriptive feedback for those who are at risk using ChatGPT.</jats:p>"
Situational Data Integration in Question Answering systems: a survey over two decades,18 June 2024,/article/10.1007/s10115-024-02136-0,10.1007/s10115-024-02136-0,"Maria Helena Franciscatto, Luis Carlos Erpen de Bona, ... João Carlos Damasceno Lima",Article,No abstract available for this DOI.
A systematic review and research challenges on phishing cyberattacks from an electroencephalography and gaze-based perspective,19 March 2024,/article/10.1007/s00779-024-01794-9,10.1007/s00779-024-01794-9,"George A. Thomopoulos, Dimitrios P. Lyras, Christos A. Fidas",Article,"<jats:title>Abstract</jats:title><jats:p>Phishing is one of the most important security threats in modern information systems causing different levels of damages to end-users and service providers such as financial and reputational losses. State-of-the-art anti-phishing research is highly fragmented and monolithic and does not address the problem from a pervasive computing perspective. In this survey, we aim to contribute to the existing literature by providing a systematic review of existing experimental phishing research that employs EEG and eye-tracking methods within multi-modal and multi-sensory interaction environments. The main research objective of this review is to examine articles that contain results of at least one EEG-based and/or eye-tracking-based experimental setup within a phishing context. The database search with specific search criteria yielded 651 articles from which, after the identification and the screening process, 42 articles were examined as per the execution of experiments using EEG or eye-tracking technologies in the context of phishing, resulting to a total of 18 distinct papers that were included in the analysis. This survey is approaching the subject across the following pillars: a) the experimental design practices with an emphasis on the applied EEG and eye-tracking acquisition protocols, b) the artificial intelligence and signal preprocessing techniques that were applied in those experiments, and finally, c) the phishing attack types examined. We also provide a roadmap for future research in the field by suggesting ideas on how to combine state-of-the-art gaze-based mechanisms with EEG technologies for advancing phishing research. This leads to a discussion on the best practices for designing EEG and gaze-based frameworks.</jats:p>"
Text Data Augmentation for Deep Learning,19 July 2021,/article/10.1186/s40537-021-00492-0,10.1186/s40537-021-00492-0,"Connor Shorten, Taghi M. Khoshgoftaar, Borko Furht",Article,"<jats:title>Abstract</jats:title><jats:p>Natural Language Processing (NLP) is one of the most captivating applications of Deep Learning. In this survey, we consider how the Data Augmentation training strategy can aid in its development. We begin with the major motifs of Data Augmentation summarized into strengthening local decision boundaries, brute force training, causality and counterfactual examples, and the distinction between meaning and form. We follow these motifs with a concrete list of augmentation frameworks that have been developed for text data. Deep Learning generally struggles with the measurement of generalization and characterization of overfitting. We highlight studies that cover how augmentations can construct test sets for generalization. NLP is at an early stage in applying Data Augmentation compared to Computer Vision. We highlight the key differences and promising ideas that have yet to be tested in NLP. For the sake of practical implementation, we describe tools that facilitate Data Augmentation such as the use of consistency regularization, controllers, and offline and online augmentation pipelines, to preview a few. Finally, we discuss interesting topics around Data Augmentation in NLP such as task-specific augmentations, the use of prior knowledge in self-supervised learning versus Data Augmentation, intersections with transfer and multi-task learning, and ideas for AI-GAs (AI-Generating Algorithms). We hope this paper inspires further research interest in Text Data Augmentation.</jats:p>"
Resources and Conclusions,2022,https://link.springer.com/chapter/10.1007/978-3-031-16719-5_13,10.1007/978-3-031-16719-5_13,"Matthew Guzdial, Sam Snodgrass, Adam J. Summerville",Chapter,No abstract available for this DOI.
Exploring Unique App Signature of the Depressed and Non-depressed Through Their Fingerprints on Apps,2022,https://link.springer.com/chapter/10.1007/978-3-030-99194-4_15,10.1007/978-3-030-99194-4_15,"Md. Sabbir Ahmed, Nova Ahmed",Conference paper,No abstract available for this DOI.
A survey on sentiment analysis and its applications,17 August 2023,/article/10.1007/s00521-023-08941-y,10.1007/s00521-023-08941-y,"Tamara Amjad Al-Qablan, Mohd Halim Mohd Noor, ... Ahamad Tajudin Khader",Article,No abstract available for this DOI.
Clinical Information Retrieval: A Literature Review,23 January 2024,/article/10.1007/s41666-024-00159-4,10.1007/s41666-024-00159-4,"Sonish Sivarajkumar, Haneef Ahamed Mohammad, ... Yanshan Wang",Article,No abstract available for this DOI.
Six-Writings multimodal processing with pictophonetic coding to enhance Chinese language models,01 January 2024,/article/10.1631/FITEE.2300384,10.1631/FITEE.2300384,"Li Weigang, Mayara Chew Marinho, ... Vitor Vasconcelos De Oliveira",Article,No abstract available for this DOI.
Advanced SXO Techniques,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9212-9_4,10.1007/978-1-4842-9212-9_4,Zuzanna Krüger,Chapter,No abstract available for this DOI.
The Ethics of Computational Social Science,2023,https://link.springer.com/chapter/10.1007/978-3-031-16624-2_4,10.1007/978-3-031-16624-2_4,David Leslie,Chapter,"<jats:title>Abstract</jats:title><jats:p>This chapter is concerned with setting up practical guardrails within the research activities and environments of Computational Social Science (CSS). It aims to provide CSS scholars, as well as policymakers and other stakeholders who apply CSS methods, with the critical and constructive means needed to ensure that their practices are ethical, trustworthy, and responsible. It begins by providing a taxonomy of the ethical challenges faced by researchers in the field of CSS. These are challenges related to (1) the treatment of research subjects, (2) the impacts of CSS research on affected individuals and communities, (3) the quality of CSS research and to its epistemological status, (4) research integrity, and (5) research equity. Taking these challenges as motivation for cultural transformation, it then argues for the incorporation of end-to-end habits of Responsible Research and Innovation (RRI) into CSS practices, focusing on the role that contextual considerations, anticipatory reflection, impact assessment, public engagement, and justifiable and well-documented action should play across the research lifecycle. In proposing the inclusion of habits of RRI in CSS practices, the chapter lays out several practical steps needed for ethical, trustworthy, and responsible CSS research activities. These include stakeholder engagement processes, research impact assessments, data lifecycle documentation, bias self-assessments, and transparent research reporting protocols.</jats:p>"
So What’s the Plan? Mining Strategic Planning Documents,2020,https://link.springer.com/chapter/10.1007/978-3-030-65218-0_16,10.1007/978-3-030-65218-0_16,"Ekaterina Artemova, Tatiana Batura, ... Elena Tutubalina",Conference paper,No abstract available for this DOI.
Tabular and latent space synthetic data generation: a literature review,10 July 2023,/article/10.1186/s40537-023-00792-7,10.1186/s40537-023-00792-7,"Joao Fonseca, Fernando Bacao",Article,"<jats:title>Abstract</jats:title><jats:p>The generation of synthetic data can be used for anonymization, regularization, oversampling, semi-supervised learning, self-supervised learning, and several other tasks. Such broad potential motivated the development of new algorithms, specialized in data generation for specific data formats and Machine Learning (ML) tasks. However, one of the most common data formats used in industrial applications, tabular data, is generally overlooked; Literature analyses are scarce, state-of-the-art methods are spread across domains or ML tasks and there is little to no distinction among the main types of mechanism underlying synthetic data generation algorithms. In this paper, we analyze tabular and latent space synthetic data generation algorithms. Specifically, we propose a unified taxonomy as an extension and generalization of previous taxonomies, review 70 generation algorithms across six ML problems, distinguish the main generation mechanisms identified into six categories, describe each type of generation mechanism, discuss metrics to evaluate the quality of synthetic data and provide recommendations for future research. We expect this study to assist researchers and practitioners identify relevant gaps in the literature and design better and more informed practices with synthetic data.</jats:p>"
